season,player,season_runs_conceded,season_balls,season_economy,streak_runs_conceded,streak_balls,streak_economy,economy_delta
2008,A Kumble,304,230,7.930434782608695,22,24,5.5,-2.430434782608695
2008,A Mishra,138,119,6.957983193277311,138,119,6.957983193277311,0.0
2008,A Nehra,348,269,7.762081784386616,132,101,7.841584158415842,0.079502374029226
2008,AB Agarkar,207,156,7.961538461538462,177,138,7.695652173913044,-0.26588628762541777
2008,AB Dinda,260,234,6.666666666666667,190,180,6.333333333333333,-0.3333333333333339
2008,AM Nayar,68,42,9.714285714285714,22,24,5.5,-4.2142857142857135
2008,B Akhil,134,104,7.730769230769232,17,18,5.666666666666667,-2.0641025641025648
2008,B Geeves,91,48,11.375,91,48,11.375,0.0
2008,B Lee,112,96,7.0,103,72,8.583333333333334,1.583333333333334
2008,CRD Fernando,160,120,8.0,119,96,7.4375,-0.5625
2008,D Salunkhe,78,47,9.957446808510639,78,47,9.957446808510639,0.0
2008,DJ Bravo,232,171,8.140350877192983,24,24,6.0,-2.140350877192983
2008,DJ Hussey,130,78,10.0,94,54,10.444444444444445,0.44444444444444464
2008,DL Vettori,54,48,6.75,54,48,6.75,0.0
2008,DR Smith,83,66,7.545454545454546,83,66,7.545454545454546,0.0
2008,DS Kulkarni,236,177,8.0,60,36,10.0,2.0
2008,GD McGrath,357,324,6.611111111111111,357,324,6.611111111111111,0.0
2008,Gagandeep Singh,141,84,10.071428571428571,141,84,10.071428571428571,0.0
2008,I Sharma,329,253,7.8023715415019765,232,187,7.443850267379679,-0.35852127412229784
2008,IK Pathan,350,318,6.60377358490566,331,294,6.755102040816326,0.15132845591066602
2008,JA Morkel,399,288,8.3125,399,288,8.3125,0.0
2008,JDP Oram,149,96,9.3125,149,96,9.3125,0.0
2008,JH Kallis,311,206,9.058252427184465,98,48,12.25,3.191747572815535
2008,JR Hopes,276,168,9.857142857142858,276,168,9.857142857142858,0.0
2008,Joginder Sharma,239,148,9.68918918918919,239,148,9.68918918918919,0.0
2008,L Balaji,286,198,8.666666666666666,286,198,8.666666666666666,0.0
2008,LR Shukla,124,72,10.333333333333334,79,48,9.875,-0.4583333333333339
2008,M Kartik,127,88,8.65909090909091,103,76,8.131578947368421,-0.5275119617224888
2008,M Muralitharan,404,348,6.9655172413793105,404,348,6.9655172413793105,0.0
2008,M Ntini,242,210,6.914285714285715,242,210,6.914285714285715,0.0
2008,MF Maharoof,249,216,6.916666666666667,249,216,6.916666666666667,0.0
2008,MM Patel,420,330,7.636363636363637,420,330,7.636363636363637,0.0
2008,MS Gony,443,360,7.383333333333334,443,360,7.383333333333334,0.0
2008,Mohammad Asif,296,192,9.25,296,192,9.25,0.0
2008,Mohammad Hafeez,68,60,6.8,68,60,6.8,0.0
2008,P Amarnath,236,132,10.727272727272727,236,132,10.727272727272727,0.0
2008,P Kumar,366,268,8.194029850746269,109,66,9.909090909090908,1.7150610583446397
2008,PJ Sangwan,215,144,8.958333333333334,215,144,8.958333333333334,0.0
2008,PP Chawla,389,281,8.306049822064056,373,257,8.70817120622568,0.40212138416162446
2008,Pankaj Singh,129,72,10.75,129,72,10.75,0.0
2008,R Bhatia,183,132,8.318181818181818,183,132,8.318181818181818,0.0
2008,R Vinay Kumar,182,138,7.913043478260869,56,36,9.333333333333334,1.4202898550724647
2008,RR Powar,91,72,7.583333333333333,91,72,7.583333333333333,0.0
2008,RR Raje,137,98,8.387755102040817,56,36,9.333333333333334,0.945578231292517
2008,S Sreesanth,442,307,8.63843648208469,411,283,8.713780918727915,0.0753444366432241
2008,SB Joshi,82,55,8.945454545454545,63,49,7.714285714285714,-1.231168831168831
2008,SC Ganguly,128,120,6.4,97,90,6.466666666666667,0.06666666666666643
2008,SD Chitnis,60,36,10.0,40,24,10.0,0.0
2008,SK Trivedi,399,288,8.3125,399,288,8.3125,0.0
2008,SK Warne,404,312,7.769230769230769,404,312,7.769230769230769,0.0
2008,SM Pollock,301,276,6.543478260869565,96,84,6.857142857142857,0.31366459627329135
2008,SR Watson,383,325,7.070769230769231,383,325,7.070769230769231,0.0
2008,ST Jayasuriya,159,126,7.571428571428571,56,48,7.0,-0.5714285714285712
2008,Shoaib Akhtar,54,42,7.714285714285714,54,42,7.714285714285714,0.0
2008,Shoaib Malik,85,51,10.0,85,51,10.0,0.0
2008,Sohail Tanvir,266,247,6.461538461538462,266,247,6.461538461538462,0.0
2008,Umar Gul,184,135,8.177777777777777,101,72,8.416666666666666,0.23888888888888893
2008,V Sehwag,133,66,12.090909090909092,133,66,12.090909090909092,0.0
2008,VRV Singh,420,288,8.75,380,264,8.636363636363637,-0.11363636363636331
2008,VS Yeligati,59,30,11.8,43,24,10.75,-1.0500000000000007
2008,VY Mahesh,370,253,8.774703557312254,370,253,8.774703557312254,0.0
2008,YK Pathan,230,169,8.165680473372781,230,169,8.165680473372781,0.0
2008,Yuvraj Singh,83,54,9.222222222222221,83,54,9.222222222222221,0.0
2008,Z Khan,357,252,8.5,79,72,6.583333333333333,-1.916666666666667
2009,A Flintoff,105,66,9.545454545454545,105,66,9.545454545454545,0.0
2009,A Kumble,347,355,5.864788732394366,271,283,5.745583038869258,-0.11920569352510846
2009,A Mishra,294,253,6.972332015810277,294,253,6.972332015810277,0.0
2009,A Nehra,346,306,6.784313725490196,346,306,6.784313725490196,0.0
2009,A Singh,95,105,5.428571428571429,67,60,6.7,1.2714285714285714
2009,A Symonds,160,144,6.666666666666667,160,144,6.666666666666667,0.0
2009,AD Mascarenhas,132,116,6.8275862068965525,83,68,7.323529411764706,0.49594320486815313
2009,AM Nayar,84,72,7.0,59,60,5.9,-1.0999999999999996
2009,AM Salvi,134,102,7.882352941176471,134,102,7.882352941176471,0.0
2009,Anureet Singh,47,30,9.4,35,24,8.75,-0.6500000000000004
2009,B Akhil,80,66,7.2727272727272725,48,48,6.0,-1.2727272727272725
2009,B Lee,111,120,5.55,96,96,6.0,0.4500000000000002
2009,BAW Mendis,117,96,7.3125,58,48,7.25,-0.0625
2009,BJ Hodge,161,120,8.05,29,18,9.666666666666666,1.6166666666666654
2009,CH Gayle,144,113,7.646017699115045,44,36,7.333333333333333,-0.31268436578171155
2009,D du Preez,56,42,8.0,56,42,8.0,0.0
2009,DJ Bravo,259,199,7.809045226130654,148,102,8.705882352941176,0.8968371268105217
2009,DL Vettori,181,139,7.812949640287769,181,139,7.812949640287769,0.0
2009,DP Nannes,372,297,7.515151515151516,372,297,7.515151515151516,0.0
2009,DR Smith,124,84,8.857142857142858,124,84,8.857142857142858,0.0
2009,DW Steyn,62,54,6.888888888888889,62,54,6.888888888888889,0.0
2009,FH Edwards,154,140,6.6000000000000005,154,140,6.6000000000000005,0.0
2009,Harbhajan Singh,256,264,5.818181818181818,118,114,6.2105263157894735,0.3923444976076551
2009,Harmeet Singh,192,137,8.408759124087592,192,137,8.408759124087592,0.0
2009,I Sharma,297,258,6.906976744186046,65,48,8.125,1.2180232558139537
2009,IK Pathan,390,302,7.748344370860927,297,230,7.747826086956521,-0.0005182839044062248
2009,J Botha,74,72,6.166666666666667,55,48,6.875,0.708333333333333
2009,JA Morkel,328,240,8.2,275,192,8.59375,0.3937500000000007
2009,JD Ryder,115,102,6.764705882352941,90,78,6.923076923076923,0.15837104072398223
2009,JDP Oram,133,93,8.580645161290322,92,63,8.761904761904763,0.18125960061444069
2009,JH Kallis,353,276,7.673913043478261,290,234,7.435897435897436,-0.23801560758082463
2009,JP Duminy,93,105,5.314285714285714,23,18,7.666666666666667,2.352380952380953
2009,Joginder Sharma,57,42,8.142857142857142,57,42,8.142857142857142,0.0
2009,K Goel,61,48,7.625,61,48,7.625,0.0
2009,KP Appanna,87,72,7.25,34,36,5.666666666666667,-1.583333333333333
2009,KP Pietersen,85,78,6.538461538461538,61,54,6.777777777777778,0.23931623931623935
2009,Kamran Khan,124,106,7.018867924528301,85,64,7.96875,0.9498820754716988
2009,L Balaji,316,224,8.464285714285714,269,185,8.724324324324325,0.2600386100386114
2009,LR Shukla,100,84,7.142857142857143,25,24,6.25,-0.8928571428571432
2009,M Morkel,40,42,5.714285714285714,40,42,5.714285714285714,0.0
2009,M Muralitharan,261,300,5.22,206,252,4.904761904761905,-0.31523809523809465
2009,MF Maharoof,65,60,6.5,65,60,6.5,0.0
2009,MM Patel,241,209,6.918660287081339,143,137,6.262773722627737,-0.6558865644536018
2009,MS Gony,172,102,10.117647058823529,172,102,10.117647058823529,0.0
2009,P Kumar,394,298,7.932885906040269,369,274,8.08029197080292,0.1474060647626505
2009,PJ Sangwan,360,280,7.714285714285714,360,280,7.714285714285714,0.0
2009,PP Chawla,308,269,6.869888475836431,253,210,7.228571428571429,0.3586829527349975
2009,PP Ojha,348,321,6.5046728971962615,348,321,6.5046728971962615,0.0
2009,Pankaj Singh,65,42,9.285714285714286,51,36,8.5,-0.7857142857142865
2009,R Bhatia,146,130,6.7384615384615385,146,130,6.7384615384615385,0.0
2009,R Vinay Kumar,271,194,8.38144329896907,208,146,8.547945205479452,0.16650190651038166
2009,RA Jadeja,151,140,6.4714285714285715,103,92,6.717391304347826,0.24596273291925463
2009,RE van der Merwe,248,204,7.294117647058823,203,162,7.518518518518518,0.22440087145969478
2009,RG Sharma,161,138,7.0,161,138,7.0,0.0
2009,RJ Harris,230,186,7.419354838709677,230,186,7.419354838709677,0.0
2009,RP Singh,417,358,6.988826815642458,417,358,6.988826815642458,0.0
2009,RR Powar,132,126,6.285714285714286,112,108,6.222222222222222,-0.06349206349206327
2009,S Sreesanth,192,138,8.347826086956522,172,114,9.052631578947368,0.7048054919908466
2009,S Tyagi,136,114,7.157894736842105,110,84,7.857142857142857,0.6992481203007515
2009,SB Jakati,217,174,7.482758620689655,193,150,7.72,0.23724137931034495
2009,SB Styris,64,48,8.0,64,48,8.0,0.0
2009,SC Ganguly,97,72,8.083333333333334,39,24,9.75,1.666666666666666
2009,SK Raina,164,166,5.927710843373494,146,148,5.918918918918918,-0.00879192445457555
2009,SK Trivedi,152,120,7.6,119,84,8.5,0.9000000000000004
2009,SK Warne,365,300,7.3,231,192,7.21875,-0.08124999999999982
2009,SL Malinga,312,297,6.303030303030303,104,129,4.837209302325581,-1.4658210007047217
2009,SR Tendulkar,58,36,9.666666666666666,39,30,7.8,-1.8666666666666663
2009,ST Jayasuriya,163,114,8.578947368421053,101,66,9.181818181818182,0.6028708133971286
2009,Shoaib Ahmed,152,102,8.941176470588236,152,102,8.941176470588236,0.0
2009,T Thushara,60,48,7.5,60,48,7.5,0.0
2009,TL Suman,108,90,7.2,108,90,7.2,0.0
2009,TM Dilshan,98,96,6.125,98,96,6.125,0.0
2009,V Kohli,46,36,7.666666666666667,46,36,7.666666666666667,0.0
2009,VRV Singh,82,54,9.11111111111111,55,36,9.166666666666666,0.05555555555555536
2009,VS Malik,98,72,8.166666666666666,64,54,7.111111111111111,-1.0555555555555554
2009,WA Mota,61,54,6.777777777777778,55,48,6.875,0.09722222222222232
2009,WPUJC Vaas,71,48,8.875,71,48,8.875,0.0
2009,Y Venugopal Rao,122,90,8.133333333333333,122,90,8.133333333333333,0.0
2009,YA Abdulla,241,168,8.607142857142858,171,126,8.142857142857142,-0.4642857142857153
2009,YK Pathan,243,210,6.942857142857143,152,126,7.238095238095238,0.2952380952380951
2009,Yuvraj Singh,142,120,7.1,100,96,6.25,-0.8499999999999996
2009,Z Khan,142,126,6.761904761904762,142,126,6.761904761904762,0.0
2010,A Kumble,407,380,6.4263157894736835,407,380,6.4263157894736835,0.0
2010,A Mishra,363,318,6.849056603773585,363,318,6.849056603773585,0.0
2010,A Nehra,96,84,6.857142857142857,96,84,6.857142857142857,0.0
2010,A Symonds,372,318,7.018867924528302,243,216,6.75,-0.2688679245283021
2010,A Uniyal,66,36,11.0,66,36,11.0,0.0
2010,AA Jhunjhunwala,69,37,11.18918918918919,69,37,11.18918918918919,0.0
2010,AB Agarkar,203,132,9.227272727272727,92,54,10.222222222222221,0.9949494949494948
2010,AB Dinda,152,139,6.561151079136691,28,24,7.0,0.4388489208633093
2010,AB McDonald,138,84,9.857142857142858,138,84,9.857142857142858,0.0
2010,AC Voges,76,54,8.444444444444445,59,36,9.833333333333334,1.3888888888888893
2010,AD Mascarenhas,65,48,8.125,65,48,8.125,0.0
2010,AD Mathews,314,225,8.373333333333333,205,159,7.735849056603773,-0.6374842767295599
2010,AG Murtaza,91,72,7.583333333333333,91,72,7.583333333333333,0.0
2010,AP Dole,112,66,10.181818181818182,112,66,10.181818181818182,0.0
2010,BJ Hodge,41,30,8.2,41,30,8.2,0.0
2010,Bipul Sharma,94,60,9.4,37,18,12.333333333333334,2.9333333333333336
2010,CH Gayle,152,96,9.5,94,60,9.4,-0.09999999999999964
2010,CK Langeveldt,88,66,8.0,88,66,8.0,0.0
2010,CRD Fernando,138,114,7.2631578947368425,138,114,7.2631578947368425,0.0
2010,DE Bollinger,207,186,6.67741935483871,177,138,7.695652173913044,1.018232819074334
2010,DJ Bravo,228,157,8.713375796178344,228,157,8.713375796178344,0.0
2010,DJ Hussey,80,60,8.0,37,30,7.4,-0.5999999999999996
2010,DL Vettori,97,70,8.314285714285715,97,70,8.314285714285715,0.0
2010,DP Nannes,224,206,6.524271844660194,224,206,6.524271844660194,0.0
2010,DW Steyn,406,354,6.88135593220339,406,354,6.88135593220339,0.0
2010,Harbhajan Singh,377,321,7.046728971962617,377,321,7.046728971962617,0.0
2010,Harmeet Singh,174,144,7.25,115,90,7.666666666666667,0.41666666666666696
2010,I Sharma,236,150,9.44,190,126,9.047619047619047,-0.39238095238095205
2010,IK Pathan,426,278,9.194244604316546,60,41,8.78048780487805,-0.41375679943849697
2010,JA Morkel,405,286,8.496503496503497,202,166,7.301204819277108,-1.195298677226389
2010,JH Kallis,476,342,8.350877192982455,476,342,8.350877192982455,0.0
2010,JP Duminy,37,33,6.7272727272727275,37,33,6.7272727272727275,0.0
2010,Jaskaran Singh,139,84,9.928571428571429,99,66,9.0,-0.9285714285714288
2010,Joginder Sharma,89,48,11.125,66,36,11.0,-0.125
2010,KA Pollard,274,222,7.405405405405405,274,222,7.405405405405405,0.0
2010,KAJ Roach,80,48,10.0,80,48,10.0,0.0
2010,KP Appanna,51,42,7.285714285714286,51,42,7.285714285714286,0.0
2010,KP Pietersen,77,60,7.7,77,60,7.7,0.0
2010,Kamran Khan,53,36,8.833333333333334,53,36,8.833333333333334,0.0
2010,L Balaji,207,140,8.871428571428572,162,102,9.529411764705882,0.6579831932773104
2010,LR Shukla,106,72,8.833333333333334,67,42,9.571428571428571,0.7380952380952372
2010,M Kartik,253,234,6.487179487179487,202,186,6.516129032258065,0.02894954507857772
2010,M Morkel,66,42,9.428571428571429,32,24,8.0,-1.4285714285714288
2010,M Muralitharan,329,288,6.854166666666667,131,144,5.458333333333333,-1.395833333333334
2010,MF Maharoof,206,144,8.583333333333334,206,144,8.583333333333334,0.0
2010,MM Patel,118,78,9.076923076923077,32,18,10.666666666666666,1.5897435897435894
2010,MR Marsh,88,60,8.8,51,36,8.5,-0.3000000000000007
2010,P Kumar,380,270,8.444444444444445,380,270,8.444444444444445,0.0
2010,PD Collingwood,101,89,6.808988764044943,101,89,6.808988764044943,0.0
2010,PJ Sangwan,258,186,8.32258064516129,258,186,8.32258064516129,0.0
2010,PP Chawla,367,294,7.489795918367347,53,42,7.571428571428571,0.08163265306122458
2010,PP Ojha,429,353,7.291784702549575,291,245,7.126530612244897,-0.16525409030467753
2010,Pankaj Singh,81,48,10.125,81,48,10.125,0.0
2010,R Ashwin,293,288,6.104166666666667,229,216,6.361111111111111,0.25694444444444375
2010,R Bhatia,132,96,8.25,132,96,8.25,0.0
2010,R McLaren,270,204,7.9411764705882355,270,204,7.9411764705882355,0.0
2010,R Sathish,81,48,10.125,81,48,10.125,0.0
2010,R Sharma,167,124,8.080645161290322,143,106,8.09433962264151,0.01369446135118757
2010,R Vinay Kumar,396,277,8.577617328519857,396,277,8.577617328519857,0.0
2010,RG Sharma,153,114,8.052631578947368,89,66,8.090909090909092,0.038277511961723576
2010,RJ Harris,233,184,7.5978260869565215,104,88,7.090909090909091,-0.5069169960474307
2010,RP Singh,370,252,8.80952380952381,254,168,9.071428571428571,0.261904761904761
2010,S Ladda,143,90,9.533333333333333,143,90,9.533333333333333,0.0
2010,S Narwal,185,94,11.808510638297873,161,78,12.384615384615385,0.5761047463175117
2010,S Sreesanth,191,114,10.052631578947368,66,42,9.428571428571429,-0.6240601503759393
2010,S Tyagi,159,95,10.042105263157895,75,60,7.5,-2.542105263157895
2010,SB Jakati,291,228,7.657894736842105,184,138,8.0,0.3421052631578947
2010,SE Bond,224,186,7.225806451612903,156,114,8.210526315789474,0.9847198641765713
2010,SK Raina,178,143,7.468531468531469,131,107,7.345794392523365,-0.12273707600810457
2010,SK Trivedi,260,213,7.323943661971831,209,165,7.6,0.27605633802816865
2010,SK Warne,381,300,7.62,303,240,7.575,-0.04499999999999993
2010,SL Malinga,344,294,7.020408163265306,344,294,7.020408163265306,0.0
2010,SR Watson,184,132,8.363636363636363,184,132,8.363636363636363,0.0
2010,ST Jayasuriya,68,54,7.555555555555555,68,54,7.555555555555555,0.0
2010,SW Tait,264,187,8.470588235294118,213,144,8.875,0.40441176470588225
2010,T Thushara,101,87,6.9655172413793105,43,39,6.615384615384615,-0.3501326259946955
2010,TM Dilshan,70,49,8.571428571428571,70,49,8.571428571428571,0.0
2010,UT Yadav,184,144,7.666666666666667,184,144,7.666666666666667,0.0
2010,V Kohli,50,32,9.375,50,32,9.375,0.0
2010,V Sehwag,23,34,4.0588235294117645,23,34,4.0588235294117645,0.0
2010,WPUJC Vaas,139,132,6.318181818181818,112,108,6.222222222222222,-0.09595959595959602
2010,YA Abdulla,66,41,9.658536585365853,66,41,9.658536585365853,0.0
2010,YK Pathan,246,204,7.235294117647059,214,168,7.642857142857143,0.40756302521008436
2010,Yuvraj Singh,152,138,6.608695652173913,29,30,5.8,-0.8086956521739133
2010,Z Khan,376,290,7.779310344827586,376,290,7.779310344827586,0.0
2011,A Mithun,321,204,9.441176470588236,229,138,9.956521739130435,0.5153452685422
2011,A Singh,215,171,7.543859649122807,195,159,7.3584905660377355,-0.18536908308507183
2011,AC Thomas,297,231,7.714285714285714,96,78,7.384615384615385,-0.3296703296703294
2011,AG Murtaza,117,120,5.85,117,120,5.85,0.0
2011,AL Menaria,121,90,8.066666666666666,109,84,7.785714285714286,-0.28095238095238084
2011,AM Nayar,95,61,9.344262295081968,25,18,8.333333333333334,-1.0109289617486343
2011,AN Ahmed,169,120,8.45,169,120,8.45,0.0
2011,AUK Pathan,49,33,8.909090909090908,49,33,8.909090909090908,0.0
2011,B Lee,338,272,7.455882352941176,338,272,7.455882352941176,0.0
2011,BA Bhatt,229,167,8.227544910179642,53,36,8.833333333333334,0.6057884231536921
2011,CH Gayle,244,216,6.777777777777778,186,156,7.153846153846154,0.3760683760683765
2011,CK Langeveldt,84,66,7.636363636363637,84,66,7.636363636363637,0.0
2011,DE Bollinger,329,282,7.0,309,258,7.186046511627907,0.1860465116279073
2011,DJ Bravo,157,120,7.85,157,120,7.85,0.0
2011,DL Vettori,311,310,6.019354838709678,221,214,6.196261682242991,0.1769068435333132
2011,DS Kulkarni,149,120,7.45,149,120,7.45,0.0
2011,Harbhajan Singh,370,318,6.981132075471698,370,318,6.981132075471698,0.0
2011,Iqbal Abdulla,305,300,6.1,255,252,6.071428571428571,-0.02857142857142847
2011,J Botha,239,216,6.638888888888889,215,192,6.71875,0.07986111111111072
2011,J Syed Mohammad,127,90,8.466666666666667,64,42,9.142857142857142,0.6761904761904756
2011,JA Morkel,382,270,8.488888888888889,353,246,8.609756097560975,0.12086720867208633
2011,JD Ryder,118,92,7.695652173913043,66,62,6.387096774193548,-1.308555399719495
2011,JD Unadkat,150,108,8.333333333333334,114,84,8.142857142857142,-0.19047619047619158
2011,JEC Franklin,99,61,9.737704918032787,99,61,9.737704918032787,0.0
2011,JH Kallis,170,144,7.083333333333333,136,126,6.476190476190476,-0.6071428571428568
2011,JJ van der Wath,129,72,10.75,129,72,10.75,0.0
2011,KA Pollard,361,255,8.494117647058824,361,255,8.494117647058824,0.0
2011,L Balaji,371,266,8.368421052631579,315,218,8.669724770642201,0.3013037180106224
2011,M Kartik,166,125,7.968000000000001,69,53,7.811320754716981,-0.15667924528302013
2011,M Manhas,42,42,6.0,14,18,4.666666666666667,-1.333333333333333
2011,M Muralitharan,141,114,7.421052631578948,46,43,6.4186046511627906,-1.0024479804161572
2011,MM Patel,358,326,6.588957055214724,358,326,6.588957055214724,0.0
2011,ND Doshi,62,32,11.625,47,24,11.75,0.125
2011,NLTC Perera,111,84,7.928571428571429,41,36,6.833333333333333,-1.0952380952380958
2011,P Kumar,345,276,7.5,136,108,7.555555555555555,0.05555555555555536
2011,P Parameswaran,137,94,8.74468085106383,88,49,10.775510204081634,2.030829353017804
2011,PC Valthaty,189,145,7.820689655172413,120,90,8.0,0.179310344827587
2011,PP Chawla,336,248,8.129032258064516,141,120,7.05,-1.0790322580645162
2011,R Ashwin,388,378,6.158730158730159,369,354,6.254237288135593,0.09550712940543438
2011,R Bhatia,210,192,6.5625,162,150,6.48,-0.08249999999999957
2011,R McLaren,178,108,9.88888888888889,48,24,12.0,2.1111111111111107
2011,R Ninan,65,36,10.833333333333334,65,36,10.833333333333334,0.0
2011,R Sathish,41,31,7.935483870967741,41,31,7.935483870967741,0.0
2011,R Sharma,273,300,5.46,73,78,5.615384615384615,0.155384615384615
2011,R Vinay Kumar,335,268,7.5,147,126,7.0,-0.5
2011,RA Jadeja,305,252,7.261904761904762,132,108,7.333333333333333,0.07142857142857117
2011,RJ Harris,382,282,8.127659574468085,161,114,8.473684210526315,0.34602463605823
2011,RP Singh,345,300,6.9,139,120,6.95,0.04999999999999982
2011,RR Powar,112,72,9.333333333333334,56,36,9.333333333333334,0.0
2011,RV Gomez,124,90,8.266666666666667,39,42,5.571428571428571,-2.6952380952380963
2011,S Aravind,368,276,8.0,252,186,8.129032258064516,0.12903225806451601
2011,S Randiv,223,174,7.689655172413793,200,150,8.0,0.3103448275862073
2011,S Sreesanth,206,191,6.471204188481676,84,65,7.753846153846154,1.282641965364478
2011,SB Jakati,336,265,7.607547169811321,324,253,7.683794466403162,0.07624729659184126
2011,SB Wagh,121,96,7.5625,73,60,7.3,-0.2625000000000002
2011,SJ Srivastava,186,120,9.3,115,66,10.454545454545455,1.1545454545454543
2011,SK Raina,201,165,7.3090909090909095,190,153,7.450980392156863,0.1418894830659534
2011,SK Trivedi,303,214,8.495327102803738,294,208,8.480769230769232,-0.014557872034506758
2011,SK Warne,297,282,6.319148936170213,267,258,6.209302325581396,-0.10984661058881695
2011,SL Malinga,375,378,5.9523809523809526,375,378,5.9523809523809526,0.0
2011,SR Watson,241,216,6.694444444444445,222,192,6.9375,0.24305555555555536
2011,SW Tait,127,89,8.561797752808989,91,71,7.690140845070422,-0.8716569077385667
2011,Shakib Al Hasan,175,153,6.862745098039215,175,153,6.862745098039215,0.0
2011,TG Southee,166,114,8.736842105263158,166,114,8.736842105263158,0.0
2011,TL Suman,50,36,8.333333333333334,50,36,8.333333333333334,0.0
2011,TM Dilshan,108,72,9.0,93,60,9.3,0.3000000000000007
2011,V Kohli,139,102,8.176470588235293,123,90,8.2,0.0235294117647058
2011,WD Parnell,213,176,7.261363636363637,109,84,7.785714285714286,0.5243506493506489
2011,YK Pathan,238,234,6.102564102564102,197,198,5.96969696969697,-0.13286713286713248
2011,Yuvraj Singh,192,174,6.620689655172414,46,36,7.666666666666667,1.0459770114942533
2011,Z Khan,455,354,7.711864406779661,307,258,7.1395348837209305,-0.5723295230587304
2012,A Chandila,86,84,6.142857142857143,29,24,7.25,1.1071428571428568
2012,A Nehra,402,288,8.375,311,222,8.405405405405405,0.03040540540540526
2012,A Singh,310,197,9.441624365482232,310,197,9.441624365482232,0.0
2012,AA Chavan,236,164,8.634146341463415,204,146,8.383561643835616,-0.250584697627799
2012,AB Agarkar,134,86,9.348837209302324,134,86,9.348837209302324,0.0
2012,AB Dinda,169,144,7.041666666666667,141,132,6.409090909090909,-0.6325757575757578
2012,AB McDonald,61,60,6.1,36,36,6.0,-0.09999999999999964
2012,AC Thomas,109,84,7.785714285714286,63,60,6.3,-1.4857142857142858
2012,AD Mathews,192,156,7.384615384615385,117,72,9.75,2.365384615384615
2012,AD Russell,161,96,10.0625,161,96,10.0625,0.0
2012,Azhar Mahmood,329,256,7.7109375,173,140,7.414285714285715,-0.2966517857142854
2012,B Kumar,281,234,7.205128205128205,142,120,7.1,-0.10512820512820564
2012,B Lee,299,228,7.868421052631579,234,168,8.357142857142858,0.4887218045112789
2012,BW Hilfenhaus,233,204,6.852941176470588,225,180,7.5,0.6470588235294121
2012,CJ McKay,60,42,8.571428571428571,24,18,8.0,-0.5714285714285712
2012,DE Bollinger,157,108,8.722222222222221,73,54,8.11111111111111,-0.6111111111111107
2012,DJ Bravo,462,346,8.011560693641618,372,280,7.9714285714285715,-0.04013212221304663
2012,DJ Hussey,63,54,7.0,34,36,5.666666666666667,-1.333333333333333
2012,DL Vettori,236,210,6.742857142857143,138,114,7.2631578947368425,0.5203007518796996
